3 {maxRange=96.72852492102554, maxFlightTime=81.67373304389835, cruiseSpeed=176.15941620287632, maxSpeed=231.2808840955982, loadCapacity=11.143287689708917, maxHeight=3478.741016676184, powerType='Fuel', size=2.4246820050278193, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=3}
2 {maxRange=108.85232046622768, maxFlightTime=127.65017679341489, cruiseSpeed=191.56580939973253, maxSpeed=222.47624319703942, loadCapacity=36.32053625214275, maxHeight=1611.6164463135306, powerType='Fuel', size=11.258173997299766, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=26.771360692773182}
3 {maxRange=42.221887262577134, maxFlightTime=65.92121463994654, cruiseSpeed=146.63507985536467, maxSpeed=186.982133603955, loadCapacity=21.27025465672136, maxHeight=3344.3772863486784, powerType='Fuel', size=3.132582556811426, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=3}
4 {maxRange=136.82182434679225, maxFlightTime=39.60843810939559, cruiseSpeed=184.27044663906923, maxSpeed=263.98803264798164, loadCapacity=26.333279034805273, maxHeight=5494.361856810117, powerType='Hybrid (Fuel + Electric)', size=3.1533259260168336, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2461.6598722363733}
2 {maxRange=212.9716293614964, maxFlightTime=124.6339756007528, cruiseSpeed=282.25876826998046, maxSpeed=150.61434801458725, loadCapacity=18.974813889027807, maxHeight=5034.79112243469, powerType='Fuel', size=11.44169163381007, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=24.80814336169149}
4 {maxRange=82.66617115308551, maxFlightTime=79.15502374731719, cruiseSpeed=199.45305769523895, maxSpeed=398.4970006528058, loadCapacity=13.666341527152653, maxHeight=1912.402757342782, powerType='Hybrid (Fuel + Electric)', size=1.9816923691148078, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=6681.443172632459}
2 {maxRange=164.15171194358518, maxFlightTime=139.1234427569804, cruiseSpeed=252.75431049885313, maxSpeed=352.77484143478574, loadCapacity=54.765819361253264, maxHeight=1758.4252306113592, powerType='Fuel', size=5.402764986211112, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=27.9719424484052}
2 {maxRange=175.27846253657478, maxFlightTime=219.41957175353699, cruiseSpeed=229.79538236276892, maxSpeed=339.8311395305889, loadCapacity=23.279509633589736, maxHeight=3850.2592092717355, powerType='Fuel', size=15.882481854573765, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=23.46272122722653}
4 {maxRange=55.85831708535102, maxFlightTime=80.16944535015654, cruiseSpeed=105.92134863425346, maxSpeed=100.99326150186765, loadCapacity=18.72346702792794, maxHeight=2122.528514781261, powerType='Hybrid (Fuel + Electric)', size=2.07561900792325, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=3121.944288865875}
1 {maxRange=38.79640015126148, maxFlightTime=19.390386463252803, cruiseSpeed=5.363431039365976, maxSpeed=26.419497001796373, loadCapacity=2.175633347032493, maxHeight=232.60205801706925, powerType='Electric', size=2.2548594518617397, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
1 {maxRange=21.27357510712551, maxFlightTime=61.63661147279703, cruiseSpeed=8.918891467444844, maxSpeed=17.075220187987668, loadCapacity=3.2249209794390596, maxHeight=170.01917473938198, powerType='Electric', size=1.9700640206671074, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
4 {maxRange=89.81666514944516, maxFlightTime=77.46875068282063, cruiseSpeed=280.34442015407853, maxSpeed=229.11114872053525, loadCapacity=40.86955492315512, maxHeight=6672.139835304679, powerType='Hybrid (Fuel + Electric)', size=2.2898097069961434, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=4885.682923157736}
1 {maxRange=30.684451729899074, maxFlightTime=44.24785528011642, cruiseSpeed=24.39565034808965, maxSpeed=35.77908510797012, loadCapacity=5.855741901663743, maxHeight=477.8322758544563, powerType='Electric', size=1.0703432116034617, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
4 {maxRange=80.75924798042517, maxFlightTime=94.09248016234042, cruiseSpeed=271.0368740746627, maxSpeed=268.6898196055892, loadCapacity=29.699339262631383, maxHeight=2345.048165387406, powerType='Hybrid (Fuel + Electric)', size=2.554060916663609, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=6167.3043786343715}
1 {maxRange=54.378194090980756, maxFlightTime=29.35565329733604, cruiseSpeed=15.494572433677881, maxSpeed=27.774653793589103, loadCapacity=1.236540046394253, maxHeight=150.7094964091973, powerType='Electric', size=1.5344718118893574, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
2 {maxRange=104.82023509549461, maxFlightTime=83.94055997026574, cruiseSpeed=385.2276480858753, maxSpeed=273.17554124000617, loadCapacity=37.18894347735096, maxHeight=4435.298379648083, powerType='Fuel', size=5.314477043018976, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=9.812467425923867}
3 {maxRange=142.9989155715216, maxFlightTime=123.63795182047892, cruiseSpeed=248.36724750951217, maxSpeed=85.38651954552427, loadCapacity=17.917944337842943, maxHeight=3111.5954597757286, powerType='Fuel', size=2.787744352206611, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=7}
4 {maxRange=84.33870125176169, maxFlightTime=85.56090582825277, cruiseSpeed=224.969534159791, maxSpeed=333.91607929022655, loadCapacity=11.538799372065522, maxHeight=3144.9115211497738, powerType='Hybrid (Fuel + Electric)', size=3.8116662958899834, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=1256.128108928242}
4 {maxRange=80.99688452725653, maxFlightTime=89.43335634958642, cruiseSpeed=220.6936196528779, maxSpeed=175.82043403292423, loadCapacity=40.02194820148448, maxHeight=4930.1845841285685, powerType='Hybrid (Fuel + Electric)', size=3.7024400001421816, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=1198.162020350915}
2 {maxRange=226.94234425045943, maxFlightTime=81.0099804549983, cruiseSpeed=117.11657906486357, maxSpeed=403.4883846302271, loadCapacity=55.2898478144132, maxHeight=2751.432348475082, powerType='Fuel', size=13.9093609237153, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=33.26674367241947}
4 {maxRange=104.60824680481392, maxFlightTime=112.08652364419926, cruiseSpeed=107.87497821303393, maxSpeed=170.15900536514147, loadCapacity=43.38778948316421, maxHeight=4297.993000992596, powerType='Hybrid (Fuel + Electric)', size=1.8441640026123913, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2582.965680179381}
4 {maxRange=66.21804728630164, maxFlightTime=95.20980792228205, cruiseSpeed=272.8408537730022, maxSpeed=168.241976933577, loadCapacity=10.64689359958377, maxHeight=7316.557100508726, powerType='Hybrid (Fuel + Electric)', size=3.394730864666392, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=6610.536453099905}
3 {maxRange=50.211962109385624, maxFlightTime=127.19207608400137, cruiseSpeed=238.3664454733502, maxSpeed=291.95155775383375, loadCapacity=8.61008506520248, maxHeight=1328.1830794863513, powerType='Fuel', size=1.940941592340122, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=4}
4 {maxRange=109.92718063279375, maxFlightTime=102.66782686850928, cruiseSpeed=162.01523822195895, maxSpeed=93.04463536153848, loadCapacity=39.24752011034043, maxHeight=7069.170534879581, powerType='Hybrid (Fuel + Electric)', size=3.21858797078932, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=4397.687274734673}
2 {maxRange=247.7158963728696, maxFlightTime=79.24573303639978, cruiseSpeed=200.83159540888192, maxSpeed=222.22288040198526, loadCapacity=11.136039169409514, maxHeight=1045.4321588913758, powerType='Fuel', size=10.772735697624658, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=11.098662978333444}
2 {maxRange=113.51664270688767, maxFlightTime=146.79824996616247, cruiseSpeed=398.00322085593575, maxSpeed=147.77298991979558, loadCapacity=44.14579088112337, maxHeight=5446.977086048113, powerType='Fuel', size=12.646893991867994, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=26.033051271110082}
1 {maxRange=45.82980798158897, maxFlightTime=40.47214207120172, cruiseSpeed=20.43046778192732, maxSpeed=29.05161282631977, loadCapacity=2.9919526636202023, maxHeight=172.44997639443113, powerType='Electric', size=2.01947390484851, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=133.57981717216597, maxFlightTime=88.29668756135068, cruiseSpeed=191.95172422647695, maxSpeed=326.47685310727223, loadCapacity=24.281850838652005, maxHeight=3221.855471441082, powerType='Hybrid (Fuel + Electric)', size=2.749245950019483, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=6528.557889521122}
3 {maxRange=83.52251133141151, maxFlightTime=123.29432012335134, cruiseSpeed=158.671048960174, maxSpeed=221.58358240443, loadCapacity=10.35025505225801, maxHeight=2953.3943564182528, powerType='Fuel', size=5.267389705881434, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
4 {maxRange=95.0603002011385, maxFlightTime=110.20161990701823, cruiseSpeed=130.06409468029761, maxSpeed=240.26903171880437, loadCapacity=42.711935282314485, maxHeight=7438.042813131979, powerType='Hybrid (Fuel + Electric)', size=2.248790492417542, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=2313.954316216958}
2 {maxRange=230.92862813348347, maxFlightTime=96.71516644032991, cruiseSpeed=326.4642472279679, maxSpeed=141.16038712012488, loadCapacity=29.073684085736282, maxHeight=1910.8104968143093, powerType='Fuel', size=10.260082298807259, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=16.553997975875326}
3 {maxRange=96.64465271504952, maxFlightTime=157.64863522755135, cruiseSpeed=160.42191537912078, maxSpeed=160.47339165604058, loadCapacity=21.85942437800184, maxHeight=2421.1760216812227, powerType='Fuel', size=4.151813836113782, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=3}
2 {maxRange=187.40180724209367, maxFlightTime=180.20960738293792, cruiseSpeed=170.84820104019184, maxSpeed=143.88644662634493, loadCapacity=24.747225457136526, maxHeight=3030.360015094717, powerType='Fuel', size=6.211706032980621, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=20.540277574006414}
1 {maxRange=38.015604386321996, maxFlightTime=54.74487377582441, cruiseSpeed=15.306393146656788, maxSpeed=39.81093449046742, loadCapacity=4.818029434496278, maxHeight=111.77248333361342, powerType='Electric', size=1.3763378774192432, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=80.94002959855604, maxFlightTime=64.81378094532501, cruiseSpeed=68.48423948702383, maxSpeed=154.29192200771635, loadCapacity=24.612813619084925, maxHeight=4695.703914235592, powerType='Hybrid (Fuel + Electric)', size=2.398013679628402, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2800.1439385029503}
1 {maxRange=11.211428091870776, maxFlightTime=48.28064105648266, cruiseSpeed=16.02658754250711, maxSpeed=35.566496994801525, loadCapacity=1.2452234553549482, maxHeight=214.68652437746096, powerType='Electric', size=1.3439023015985267, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=103.58978671699191, maxFlightTime=89.85453074907107, cruiseSpeed=170.2264146247399, maxSpeed=99.77036832520656, loadCapacity=42.77238530028579, maxHeight=6603.150995580046, powerType='Hybrid (Fuel + Electric)', size=1.2499445438462078, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2368.132957421598}
2 {maxRange=110.05471197955441, maxFlightTime=70.63437928400295, cruiseSpeed=219.9784758460683, maxSpeed=532.949648479654, loadCapacity=10.124020312660727, maxHeight=2205.1288061436417, powerType='Fuel', size=15.008850869930395, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=15.378701415823476}
1 {maxRange=38.083109927836134, maxFlightTime=28.832944762841176, cruiseSpeed=20.25465008351714, maxSpeed=23.489836337467395, loadCapacity=2.9409634894958243, maxHeight=336.75017879321314, powerType='Electric', size=1.9918838596031612, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
2 {maxRange=161.85620349853548, maxFlightTime=183.67047958790306, cruiseSpeed=354.91352266617525, maxSpeed=314.767813333419, loadCapacity=21.11493050316105, maxHeight=3721.860890130887, powerType='Fuel', size=17.71317241407141, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=6.687917250632692}
4 {maxRange=83.93568063165038, maxFlightTime=56.998472280326716, cruiseSpeed=119.79221209412076, maxSpeed=210.21500508026855, loadCapacity=32.00008952744703, maxHeight=2246.174732599341, powerType='Hybrid (Fuel + Electric)', size=1.4364787599104618, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=6568.570125217893}
2 {maxRange=166.85779100728377, maxFlightTime=203.2190717844989, cruiseSpeed=215.03871193794032, maxSpeed=572.427329041238, loadCapacity=37.99173908487508, maxHeight=4174.010091041773, powerType='Fuel', size=16.68372471934022, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=24.10886689073822}
2 {maxRange=154.63716506243313, maxFlightTime=140.80115386730046, cruiseSpeed=342.11367803927374, maxSpeed=247.95499466060136, loadCapacity=50.613230653871746, maxHeight=1011.1056065426135, powerType='Fuel', size=6.214291753965596, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=9.912310456292266}
4 {maxRange=55.98519488908967, maxFlightTime=83.85240632807515, cruiseSpeed=224.8195232754123, maxSpeed=192.31151446420802, loadCapacity=18.82124575307804, maxHeight=3140.2397581788696, powerType='Hybrid (Fuel + Electric)', size=3.5287028874545086, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2334.6966080640414}
4 {maxRange=136.2813455726174, maxFlightTime=72.16433275535994, cruiseSpeed=192.31285020038564, maxSpeed=94.46778318745982, loadCapacity=34.319435863110726, maxHeight=5462.500067573688, powerType='Hybrid (Fuel + Electric)', size=1.8790198864343375, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=3868.3283364021418}
2 {maxRange=207.6775746322617, maxFlightTime=225.65164208504237, cruiseSpeed=125.39413171296434, maxSpeed=169.83251180197175, loadCapacity=58.95834563064706, maxHeight=5142.416310562319, powerType='Fuel', size=15.090540613279932, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=6.0483874050714705}
2 {maxRange=133.91068262210808, maxFlightTime=178.79400282780728, cruiseSpeed=315.74734772553523, maxSpeed=375.96462319903867, loadCapacity=23.02790141460018, maxHeight=2320.3235938438265, powerType='Fuel', size=6.374484701223572, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=25.912670369865154}
1 {maxRange=41.62654444141203, maxFlightTime=27.12272343795742, cruiseSpeed=23.592296860636694, maxSpeed=28.89964605342106, loadCapacity=5.519831045691887, maxHeight=430.15302235409183, powerType='Electric', size=0.9346135547870138, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
2 {maxRange=89.5497235299698, maxFlightTime=158.59362264210873, cruiseSpeed=292.8677889336964, maxSpeed=173.8732573282942, loadCapacity=14.077504740156352, maxHeight=3216.5946138455315, powerType='Fuel', size=15.832414341392358, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=32.080324820635376}
3 {maxRange=48.85149140282376, maxFlightTime=100.145530398175, cruiseSpeed=214.42623103193813, maxSpeed=258.80090704752035, loadCapacity=16.940110973759822, maxHeight=3645.1039364723288, powerType='Fuel', size=1.8910313043888851, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=5}
2 {maxRange=147.09404394446852, maxFlightTime=110.21341470159703, cruiseSpeed=288.49531806548674, maxSpeed=344.2679286038483, loadCapacity=54.436125357368155, maxHeight=4216.991839549042, powerType='Fuel', size=8.491885653758548, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=32.46060612325357}
2 {maxRange=101.6583739045092, maxFlightTime=182.30422936201188, cruiseSpeed=368.616394697982, maxSpeed=140.2140333109013, loadCapacity=26.0965674719177, maxHeight=2503.80243264042, powerType='Fuel', size=5.570778868911034, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=7.049302814626555}
1 {maxRange=21.557957277392056, maxFlightTime=25.25252445871063, cruiseSpeed=19.787154593708536, maxSpeed=18.0144937338395, loadCapacity=2.963135949420059, maxHeight=420.9308400659007, powerType='Electric', size=1.0026001186194053, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=108.93817992154547, maxFlightTime=88.93286930554108, cruiseSpeed=131.5996474960017, maxSpeed=80.95435011461944, loadCapacity=27.407069905334286, maxHeight=3239.5322939139987, powerType='Hybrid (Fuel + Electric)', size=2.6634877854905756, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=3885.75648306399}
